1	0.015873	0	0.0021971
2	0.0071878	0	0.0014723
3	0.0203654	0	0.002494
4	0.016472	0	0.0022388
5	0.0332435	0	0.003206
6	0.0314465	0	0.0031155
7	0.0359389	0	0.0033376
8	0.0401318	0	0.0035339
9	0.0470201	0	0.0038375
10	0.0521114	0	0.0040495
11	0.048817	0	0.0039134
12	0.0473196	0	0.0038502
13	0.050015	0	0.0039633
14	0.0464211	0	0.0038119
15	0.0425277	0	0.0036419
16	0.0437257	0	0.0036949
17	0.0398323	0	0.0035202
18	0.0332435	0	0.003206
19	0.0308476	0	0.0030848
20	0.0314465	0	0.0031155
21	0.0275532	0	0.0029109
22	0.0263552	0	0.0028453
23	0.0236598	0	0.0026924
24	0.0203654	0	0.002494
25	0.0188679	0	0.0023989
26	0.0209644	0	0.0025311
27	0.017071	0	0.0022798
28	0.0185684	0	0.0023794
29	0.015873	0	0.0021971
30	0.0083857	0	0.0015912
31	0.0107817	0	0.0018063
32	0.0113807	0	0.0018564
33	0.0086852	0	0.0016196
34	0.0089847	0	0.0016475
35	0.0050913	0	0.0012379
36	0.0053908	0	0.001274
37	0.0053908	0	0.001274
38	0.0077868	0	0.0015329
39	0.0047919	0	0.0012008
40	0.0059898	0	0.0013433
41	0.0026954	0	0.0008997
42	0.0032944	0	0.0009949
43	0.0035939	0	0.0010393
44	0.0023959	0	0.0008481
45	0.0020964	0	0.0007932

