2	0.0384615	0	0.0078333
3	0.0446154	0	0.0084607
4	0.0492308	0	0.0089065
5	0.0507692	0	0.0090509
6	0.0815385	0	0.0116309
7	0.0569231	0	0.0096108
8	0.0815385	0	0.0116309
9	0.0876923	0	0.0120949
10	0.0800001	0	0.0115128
11	0.0584615	0	0.0097466
12	0.0600001	0	0.0098809
13	0.0523077	0	0.0091935
14	0.0384615	0	0.0078333
15	0.0415385	0	0.0081522
16	0.0246154	0	0.0062262
17	0.0230769	0	0.0060242
18	0.0369231	0	0.0076695
19	0.0184615	0	0.0053765
20	0.0092308	0	0.0037851
21	0.0153846	0	0.0049009
22	0.0153846	0	0.0049009
23	0.0138462	0	0.004646
24	0.0046154	0	0.0026706
25	0.0092308	0	0.0037851
27	0.0046154	0	0.0026647
30	0.0030769	0	0.0021757

