2	0.0369276	0	0.0053138
3	0.103397	0	0.0091609
4	0.0790251	0	0.0079233
5	0.103397	0	0.0091609
6	0.102659	0	0.0091252
7	0.119645	0	0.0099239
8	0.0952733	0	0.0087625
9	0.0812408	0	0.0080415
10	0.0679468	0	0.0073107
11	0.0553914	0	0.0065634
12	0.0369276	0	0.0053138
13	0.0302806	0	0.0047971
14	0.0265879	0	0.0044873
15	0.0192024	0	0.0038003
16	0.0192024	0	0.0038003
17	0.0051699	0	0.0019589
18	0.0044313	0	0.0018129
19	0.0059084	0	0.0020948
20	0.0029542	0	0.0014792
21	0.0029542	0	0.0014792
23	0.0014771	0	0.0010445

