1	0.0096372	0	0.0023486
2	0.0051020	0	0.0017050
3	0.0141723	0	0.0028545
4	0.0175737	0	0.0031839
5	0.0277778	0	0.0040230
6	0.0323129	0	0.0043486
7	0.0379819	0	0.0047275
8	0.0447846	0	0.0051503
9	0.0527211	0	0.0056092
10	0.0566893	0	0.0058274
11	0.0600907	0	0.0060093
12	0.0555556	0	0.0057657
13	0.0453515	0	0.0051845
14	0.0532880	0	0.0056408
15	0.0481859	0	0.0053509
16	0.0408163	0	0.0049074
17	0.0459184	0	0.0052179
18	0.0340136	0	0.0044625
19	0.0351474	0	0.0045415
20	0.0328798	0	0.0043877
21	0.0283447	0	0.0040650
22	0.0209751	0	0.0034843
23	0.0328798	0	0.0043877
24	0.0187075	0	0.0032869
25	0.0209751	0	0.0034843
26	0.0147392	0	0.0029118
27	0.0113379	0	0.0025496
28	0.0147392	0	0.0029118
29	0.0102041	0	0.0024174
30	0.0107710	0	0.0024843
31	0.0073696	0	0.0020515
32	0.0051020	0	0.0017050
33	0.0039683	0	0.0015028
34	0.0073696	0	0.0020515
35	0.0045351	0	0.0016070
36	0.0039683	0	0.0015028
37	0.0039683	0	0.0015028
38	0.0017007	0	0.0009827
39	0.0039683	0	0.0015028
40	0.0022676	0	0.0011351
41	0.0039683	0	0.0015028
42	0.0022676	0	0.0011351
43	0.0022676	0	0.0011351
45	0.0028345	0	0.0012694
47	0.0011338	0	0.0008022
48	0.0017007	0	0.0009827
50	0.0022676	0	0.0011351
52	0.0011338	0	0.0008022
57	0.0022676	0	0.0011351

