2	0.0220000	0	0.0047397
3	0.0110000	0	0.0033341
4	0.0220000	0	0.0047397
5	0.0470000	0	0.0070088
6	0.0370000	0	0.0061900
7	0.0550000	0	0.0076097
8	0.0740000	0	0.0089029
9	0.0620000	0	0.0081052
10	0.0920000	0	0.0100067
11	0.0690000	0	0.0085776
12	0.0520000	0	0.0073891
13.5	0.0480000	0	0.0069462
15	0.0310000	0	0.0056501
16	0.0350000	0	0.0060148
17	0.0460000	0	0.0069306
18	0.0440000	0	0.0067720
19	0.0390000	0	0.0063609
20	0.0200001	0	0.0045149
21	0.0220000	0	0.0047397
22	0.0150000	0	0.0039008
23	0.0150000	0	0.0039008
24	0.0150000	0	0.0039008
25	0.0120000	0	0.0034840
26	0.0120000	0	0.0034840
27	0.0090000	0	0.0030129
28	0.0170000	0	0.0041566
29	0.0150000	0	0.0039008
30	0.0020000	0	0.0014156
31	0.0020000	0	0.0014156
32	0.0070000	0	0.0026546
33	0.0040000	0	0.0020038

